,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search ",tokens,trend
1278,1308,1.38996e+18,2021-05-05,"@soonervaluecap $amzn and $goog do seem most likely, but with the huge amounts of cash they all have, at this point any of them could probably reorganize as a vhs tape rental company and still stay among the largest.",en,[],"['amzn', 'goog']",False,1.0,0.0,0.0,"$GOOG","['@soonervaluecap', '$amzn', '$goog', 'seem', 'likely,', 'huge', 'amount', 'cash', 'have,', 'point', 'could', 'probably', 'reorganize', 'vhs', 'tape', 'rental', 'company', 'still', 'stay', 'among', 'largest.']",uncertainty
1281,1311,1.38996e+18,2021-05-05,"$bgfv first target reached...  scale out, move stops to entry. let run with no risk  $spy $qqq $tsla $aapl $amzn $msft $mvis $goog $nvda $nio $fb $sq $dkng $twtr $penn $gme $amc  https://t.co/goxegn7rom",en,[],"['bgfv', 'spy', 'qqq', 'tsla', 'aapl', 'amzn', 'msft', 'mvis', 'goog', 'nvda', 'nio', 'fb', 'sq', 'dkng', 'twtr', 'penn', 'gme', 'amc']",False,0.0,1.0,0.0,"$GOOG","['$bgfv', 'first', 'target', 'reached...', 'scale', 'out,', 'move', 'stop', 'entry.', 'let', 'run', 'risk', '$spy', '$qqq', '$tsla', '$aapl', '$amzn', '$msft', '$mvis', '$goog', '$nvda', '$nio', '$fb', '$sq', '$dkng', '$twtr', '$penn', '$gme', '$amc', 'https://t.co/goxegn7rom']",negative
1282,1312,1.38996e+18,2021-05-05,$lotz big breaking news🚀  ( $amzn $goog $zm $snow $ddog $tdc $tkat $path $view $ctk $gmbl $fubo $abnb $bb $twlo $psfe $baba $vrsn $yelp $dao $lyft $bidu $wday $dbx $bill $box $jmia $izea $t $chkp $crm $znga $adp $now $intc $coin $spce $amc $fb #marijuana #bitcoin #doge $gme $nio,en,"['marijuana', 'bitcoin', 'doge']","['lotz', 'amzn', 'goog', 'zm', 'snow', 'ddog', 'tdc', 'tkat', 'path', 'view', 'ctk', 'gmbl', 'fubo', 'abnb', 'bb', 'twlo', 'psfe', 'baba', 'vrsn', 'yelp', 'dao', 'lyft', 'bidu', 'wday', 'dbx', 'bill', 'box', 'jmia', 'izea', 't', 'chkp', 'crm', 'znga', 'adp', 'now', 'intc', 'coin', 'spce', 'amc', 'fb', 'gme', 'nio']",False,3.0,0.0,1.0,"$GOOG","['$lotz', 'big', 'breaking', 'news🚀', '$amzn', '$goog', '$zm', '$snow', '$ddog', '$tdc', '$tkat', '$path', '$view', '$ctk', '$gmbl', '$fubo', '$abnb', '$bb', '$twlo', '$psfe', '$baba', '$vrsn', '$yelp', '$dao', '$lyft', '$bidu', '$wday', '$dbx', '$bill', '$box', '$jmia', '$izea', '$t', '$chkp', '$crm', '$znga', '$adp', '$now', '$intc', '$coin', '$spce', '$amc', '$fb', '#marijuana', '#bitcoin', '#doge', '$gme', '$nio']",negative
1295,1325,1.38995e+18,2021-05-05,"💎  https://t.co/qrwhy8of4u  💎@pacvgroup $pacv 💥  💎""we are very pleased with our march results, which are nearing our highest monthly revenue record of $3.0 million achieved in may 2020.   https://t.co/grqcrleuvs  @jctb1  $shop $goog $bidu $ba $twtr $plug $dis $zm $pdd $roku $fb  https://t.co/y4vqcl2q9z",en,[],"['pacv', 'shop', 'goog', 'bidu', 'ba', 'twtr', 'plug', 'dis', 'zm', 'pdd', 'roku', 'fb']",False,0.0,0.0,0.0,"$GOOG","['💎', 'https://t.co/qrwhy8of4u', '💎@pacvgroup', '$pacv', '💥', '💎""we', 'pleased', 'march', 'results,', 'nearing', 'highest', 'monthly', 'revenue', 'record', '$3.0', 'million', 'achieved', 'may', '2020.', 'https://t.co/grqcrleuvs', '@jctb1', '$shop', '$goog', '$bidu', '$ba', '$twtr', '$plug', '$dis', '$zm', '$pdd', '$roku', '$fb', 'https://t.co/y4vqcl2q9z']",positive
1296,1326,1.38995e+18,2021-05-05,"question for jimmy chill @jimcramer. out of these five, which do you like the most right now? $aapl, $goog, $qcom, $low, $bx.  some mildly undervalued large caps to choose from.",en,[],"['aapl', 'goog', 'qcom', 'low', 'bx']",False,0.0,0.0,0.0,"$GOOG","['question', 'jimmy', 'chill', '@jimcramer.', 'five,', 'like', 'right', 'now?', '$aapl,', '$goog,', '$qcom,', '$low,', '$bx.', 'mildly', 'undervalued', 'large', 'cap', 'choose', 'from.']",negative
1298,1329,1.38994e+18,2021-05-05,$dpw reported nice earnings this morning  want to see it hold $3.00 stops $2.75 targets: in blue  $spy $qqq $tsla $aapl $amzn $msft $mvis $goog $nvda $nio $fb $sq $dkng $twtr $penn $gme $amc  https://t.co/cfs4lgclw7,en,[],"['dpw', 'spy', 'qqq', 'tsla', 'aapl', 'amzn', 'msft', 'mvis', 'goog', 'nvda', 'nio', 'fb', 'sq', 'dkng', 'twtr', 'penn', 'gme', 'amc']",False,0.0,1.0,0.0,"$GOOG","['$dpw', 'reported', 'nice', 'earnings', 'morning', 'want', 'see', 'hold', '$3.00', 'stop', '$2.75', 'targets:', 'blue', '$spy', '$qqq', '$tsla', '$aapl', '$amzn', '$msft', '$mvis', '$goog', '$nvda', '$nio', '$fb', '$sq', '$dkng', '$twtr', '$penn', '$gme', '$amc', 'https://t.co/cfs4lgclw7']",negative
1302,1334,1.38994e+18,2021-05-05,"after hitting several financial performance targets, elon musk can now claim half of his awarded stock from tesla, valued at roughly $32b. $tsla $goog $intc $amd $msg $hwm #compensation #ceos  https://t.co/rc7vwczgix",en,"['compensation', 'ceos']","['tsla', 'goog', 'intc', 'amd', 'msg', 'hwm']",False,16.0,1.0,9.0,"$GOOG","['hitting', 'several', 'financial', 'performance', 'targets,', 'elon', 'musk', 'claim', 'half', 'awarded', 'stock', 'tesla,', 'valued', 'roughly', '$32b.', '$tsla', '$goog', '$intc', '$amd', '$msg', '$hwm', '#compensation', '#ceos', 'https://t.co/rc7vwczgix']",negative
1308,1340,1.38994e+18,2021-05-05,"$nysi $qqq $dia $fb $goog $xlf $xle $usd  $ndx  #es_f $tsla $btc $vix $iwm $rut $xlf  $gld $gdx $slv $xop $pall $spx /es strong resistance  3170 is failing so far.a new resistance is 4190,support is 4160.if 4190 fails(59/50) ,upside target is 4210.",en,['es_f'],"['nysi', 'qqq', 'dia', 'fb', 'goog', 'xlf', 'xle', 'usd', 'ndx', 'tsla', 'btc', 'vix', 'iwm', 'rut', 'xlf', 'gld', 'gdx', 'slv', 'xop', 'pall', 'spx']",False,1.0,0.0,0.0,"$GOOG","['$nysi', '$qqq', '$dia', '$fb', '$goog', '$xlf', '$xle', '$usd', '$ndx', '#es_f', '$tsla', '$btc', '$vix', '$iwm', '$rut', '$xlf', '$gld', '$gdx', '$slv', '$xop', '$pall', '$spx', '/es', 'strong', 'resistance', '3170', 'failing', 'far.a', 'new', 'resistance', '4190,support', '4160.if', '4190', 'fails(59/50)', ',upside', 'target', '4210.']",positive
1317,1349,1.38993e+18,2021-05-05,stock market watchlist for 5 may 2021 $spy $pton $sq $nvda $amzn $fb $goog $tsla $bntx $lazr $plby $ai $czr $lyft #learntotrade #stockmarket #options #stocks  https://t.co/d17qosrqeu,en,"['learntotrade', 'stockmarket', 'options', 'stocks']","['spy', 'pton', 'sq', 'nvda', 'amzn', 'fb', 'goog', 'tsla', 'bntx', 'lazr', 'plby', 'ai', 'czr', 'lyft']",False,6.0,1.0,2.0,"$GOOG","['stock', 'market', 'watchlist', '5', 'may', '2021', '$spy', '$pton', '$sq', '$nvda', '$amzn', '$fb', '$goog', '$tsla', '$bntx', '$lazr', '$plby', '$ai', '$czr', '$lyft', '#learntotrade', '#stockmarket', '#options', '#stocks', 'https://t.co/d17qosrqeu']",uncertainty
1327,1359,1.38993e+18,2021-05-05,$goog twitter sentiment on 4 may 2021 was: ▒ positive 41.8% █ negative 11.8% ░ neutral 46.3% ▒▒▒▒▒▒▒▒██░░░░░░░░░,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'twitter', 'sentiment', '4', 'may', '2021', 'was:', '▒', 'positive', '41.8%', '█', 'negative', '11.8%', '░', 'neutral', '46.3%', '▒▒▒▒▒▒▒▒██░░░░░░░░░']",uncertainty
1343,1375,1.38992e+18,2021-05-05,"if you step back, my hunch in pondering this next bit, well think about business lethality.. like who do i not want to come up against.  $amzn is at the top  $fb would be next  $msft is somewhere in the middle  $aapl as well  $goog is last imho",en,[],"['amzn', 'fb', 'msft', 'aapl', 'goog']",False,1.0,1.0,0.0,"$GOOG","['step', 'back,', 'hunch', 'pondering', 'next', 'bit,', 'well', 'think', 'business', 'lethality..', 'like', 'want', 'come', 'against.', '$amzn', 'top', '$fb', 'would', 'next', '$msft', 'somewhere', 'middle', '$aapl', 'well', '$goog', 'last', 'imho']",uncertainty
1350,1383,1.3899e+18,2021-05-05,"@financialshaper agreed. to be honest, i thought i had included $aapl on the list 😅 $goog $amzn &amp; $msft could have been on there too",en,[],"['aapl', 'goog', 'amzn', 'msft']",False,1.0,1.0,0.0,"$GOOG","['@financialshaper', 'agreed.', 'honest,', 'thought', 'included', '$aapl', 'list', '😅', '$goog', '$amzn', '&amp;', '$msft', 'could']",uncertainty
1352,1385,1.3899e+18,2021-05-05,$mmatf $mmat $trch  these materials could make science fiction a reality - new york times   https://t.co/qxvuzdweuj  $goog $tsla $aapl,en,[],"['mmatf', 'mmat', 'trch', 'goog', 'tsla', 'aapl']",False,2.0,1.0,4.0,"$GOOG","['$mmatf', '$mmat', '$trch', 'material', 'could', 'make', 'science', 'fiction', 'reality', 'new', 'york', 'time', 'https://t.co/qxvuzdweuj', '$goog', '$tsla', '$aapl']",uncertainty
1356,1389,1.38988e+18,2021-05-05,russia seeks extra fines against twitter over 'banned content' -tass $goog $aapl  https://t.co/c2ole2cen0,en,[],"['goog', 'aapl']",False,0.0,0.0,0.0,"$GOOG","['russia', 'seek', 'extra', 'fine', 'twitter', ""'banned"", ""content'"", '-tass', '$goog', '$aapl', 'https://t.co/c2ole2cen0']",negative
1365,1398,1.38987e+18,2021-05-05,"5/5/2021 05:04 $sbux $cost $aapl $msft $goog yesterday 5/4/2021 ... $171b lost (bigger than costco, 50% bigger than starbucks market cap) source: worldwide exchange / cnbc  https://t.co/gtp72ry8ae",en,[],"['sbux', 'cost', 'aapl', 'msft', 'goog']",False,0.0,0.0,0.0,"$GOOG","['5/5/2021', '05:04', '$sbux', '$cost', '$aapl', '$msft', '$goog', 'yesterday', '5/4/2021', '...', '$171b', 'lost', '(bigger', 'costco,', '50%', 'bigger', 'starbucks', 'market', 'cap)', 'source:', 'worldwide', 'exchange', 'cnbc', 'https://t.co/gtp72ry8ae']",negative
1366,1399,1.38986e+18,2021-05-05,staggering approval for alphabet $goog drone among early customers | zdnet 👈 slowly but surely we’re getting there 👀 #drones @wing #dronedelivery 🔥  $eh $uavs $amzn $ups $fdx $wmt $rcat $plrtf $alpp $usdr $dflyf $takof $umav $axon $avav $umav $wkhs  https://t.co/byq99pxohl,en,"['drones', 'dronedelivery']","['goog', 'eh', 'uavs', 'amzn', 'ups', 'fdx', 'wmt', 'rcat', 'plrtf', 'alpp', 'usdr', 'dflyf', 'takof', 'umav', 'axon', 'avav', 'umav', 'wkhs']",False,2.0,0.0,2.0,"$GOOG","['staggering', 'approval', 'alphabet', '$goog', 'drone', 'among', 'early', 'customer', 'zdnet', '👈', 'slowly', 'surely', 'we’re', 'getting', '👀', '#drones', '@wing', '#dronedelivery', '🔥', '$eh', '$uavs', '$amzn', '$ups', '$fdx', '$wmt', '$rcat', '$plrtf', '$alpp', '$usdr', '$dflyf', '$takof', '$umav', '$axon', '$avav', '$umav', '$wkhs', 'https://t.co/byq99pxohl']",negative
1376,1409,1.38981e+18,2021-05-05,"watching $goog for a break above this downtrend and we can see it run. everything in the market that has to do with spy has the same exact setup, so everything will start to run once spy does. #goog #google #stocks #stocktowatch #stockstobuy #stockmarket #chartidea  https://t.co/k7dt7d1i5s",en,"['goog', 'google', 'stocks', 'stocktowatch', 'stockstobuy', 'stockmarket', 'chartidea']",['goog'],False,0.0,0.0,1.0,"$GOOG","['watching', '$goog', 'break', 'downtrend', 'see', 'run.', 'everything', 'market', 'spy', 'exact', 'setup,', 'everything', 'start', 'run', 'spy', 'does.', '#goog', '#google', '#stocks', '#stocktowatch', '#stockstobuy', '#stockmarket', '#chartidea', 'https://t.co/k7dt7d1i5s']",negative
1378,1411,1.38981e+18,2021-05-05,"in honor of the #cicadas  #broodx #portfolio as was shared by analysts on @motleyfoollive today, what companies (choose 3) would you hold for the next 17 years (the time in which cicadas spend underground before they reemerge again)?   me? $goog $se $twlo    #bemotley 🤓 🃏✌🏻",en,"['cicadas', 'broodx', 'portfolio', 'bemotley']","['goog', 'se', 'twlo']",False,17.0,5.0,3.0,"$GOOG","['honor', '#cicadas', '#broodx', '#portfolio', 'shared', 'analyst', '@motleyfoollive', 'today,', 'company', '(choose', '3)', 'would', 'hold', 'next', '17', 'year', '(the', 'time', 'cicada', 'spend', 'underground', 'reemerge', 'again)?', 'me?', '$goog', '$se', '$twlo', '#bemotley', '🤓', '🃏✌🏻']",positive
1379,1412,1.38981e+18,2021-05-05,verizon’s years of living disastrously: corporate wealth destruction $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/rctvr9ddjg,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",False,0.0,0.0,1.0,"$GOOG","['verizon’s', 'year', 'living', 'disastrously:', 'corporate', 'wealth', 'destruction', '$viac', '$cmcsa', '$dis', '$nflx', '$aapl', '$t', '$sne', '$roku', '$amzn', '$disca', '$lgf', '$twtr', '$fox', '$fb', '$goog', '$snap', '$stx', '$mgm', '$quibi', '$prime', '$hulu', '$pluto', '$tubi', '$hbo', '$fb', '$baba', '$bidu', '$iq', '$twtr', '$fubo', '$ea', '$atvi', '$msft', 'https://t.co/rctvr9ddjg']",negative
1383,1416,1.38981e+18,2021-05-05,$goog sell signal $payc buy signal  https://t.co/yte57kkyew,en,[],"['goog', 'payc']",False,0.0,0.0,0.0,"$GOOG","['$goog', 'sell', 'signal', '$payc', 'buy', 'signal', 'https://t.co/yte57kkyew']",positive
1385,1418,1.38981e+18,2021-05-05,amc postpones annual meeting to july 29; shares falling for 6 day  $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/kxnbnwwujz,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",False,0.0,0.0,1.0,"$GOOG","['amc', 'postpones', 'annual', 'meeting', 'july', '29;', 'share', 'falling', '6', 'day', '$viac', '$cmcsa', '$dis', '$nflx', '$aapl', '$t', '$sne', '$roku', '$amzn', '$disca', '$lgf', '$twtr', '$fox', '$fb', '$goog', '$snap', '$stx', '$mgm', '$quibi', '$prime', '$hulu', '$pluto', '$tubi', '$hbo', '$fb', '$baba', '$bidu', '$iq', '$twtr', '$fubo', '$ea', '$atvi', '$msft', 'https://t.co/kxnbnwwujz']",negative
1386,1419,1.38981e+18,2021-05-05,amc ent stock drops toward 6straight loss ahead of earnings report $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/3jys9xvwdo,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",False,0.0,0.0,1.0,"$GOOG","['amc', 'ent', 'stock', 'drop', 'toward', '6straight', 'loss', 'ahead', 'earnings', 'report', '$viac', '$cmcsa', '$dis', '$nflx', '$aapl', '$t', '$sne', '$roku', '$amzn', '$disca', '$lgf', '$twtr', '$fox', '$fb', '$goog', '$snap', '$stx', '$mgm', '$quibi', '$prime', '$hulu', '$pluto', '$tubi', '$hbo', '$fb', '$baba', '$bidu', '$iq', '$twtr', '$fubo', '$ea', '$atvi', '$msft', 'https://t.co/3jys9xvwdo']",negative
1390,1423,1.38979e+18,2021-05-05,"stocks in my 401k, which i bought and never sell $aapl, $goog,$fb,amzn, $mu,$bac,$brkb,$pdd $nvda,$shop,$tsla,$sq,$se,$tdoc,$z,$roku,$stne,$stor, $mktx,$mrk,$len,$tsm",en,[],"['aapl', 'goog', 'mu', 'nvda', 'mktx']",False,0.0,0.0,0.0,"$GOOG","['stock', '401k,', 'bought', 'never', 'sell', '$aapl,', '$goog,$fb,amzn,', '$mu,$bac,$brkb,$pdd', '$nvda,$shop,$tsla,$sq,$se,$tdoc,$z,$roku,$stne,$stor,', '$mktx,$mrk,$len,$tsm']",negative
1391,1424,1.38979e+18,2021-05-05,og tech hall-of-fame = faang:  @facebook $fb @apple $aapl @amazon $amzn @netflix $nflx @google $goog  probably need to add @microsoft $msft to the list  new tech hall-of-fame:  @coinbase $coin @snowflakedb $snow @airbnb $abnb @uber $uber @zoom $zm  #trillions :-),en,['trillions'],"['fb', 'aapl', 'amzn', 'nflx', 'goog', 'msft', 'coin', 'snow', 'abnb', 'uber', 'zm']",False,1.0,1.0,0.0,"$GOOG","['og', 'tech', 'hall-of-fame', 'faang:', '@facebook', '$fb', '@apple', '$aapl', '@amazon', '$amzn', '@netflix', '$nflx', '@google', '$goog', 'probably', 'need', 'add', '@microsoft', '$msft', 'list', 'new', 'tech', 'hall-of-fame:', '@coinbase', '$coin', '@snowflakedb', '$snow', '@airbnb', '$abnb', '@uber', '$uber', '@zoom', '$zm', '#trillions', ':-)']",uncertainty
1402,1436,1.38976e+18,2021-05-05,"@willis_cap @viggy_krishnan regulatory risk has to be the biggest overhang on valuation right? but even then with a company like $goog, i’d think breaking up the company would unlock a ton of value. youtube, waymo etc all valued cheaper in the sum of the parts than they would be standalone",en,[],['goog'],False,2.0,0.0,0.0,"$GOOG","['@willis_cap', '@viggy_krishnan', 'regulatory', 'risk', 'biggest', 'overhang', 'valuation', 'right?', 'even', 'company', 'like', '$goog,', 'i’d', 'think', 'breaking', 'company', 'would', 'unlock', 'ton', 'value.', 'youtube,', 'waymo', 'etc', 'valued', 'cheaper', 'sum', 'part', 'would', 'standalone']",negative
1406,1440,1.38975e+18,2021-05-05,"gameplan this week  watching reclaim $amzn 3353+, $fb 323+, $aapl 131.5+, $goog 3375+, $nvda 589+, $abnb 178+, $dis 189+, $dkng  62+, $twtr 58, $se 265+ $pypl $sq 50 ma.   power hour price action $qqq decent!   any $qqq weakness around 50 ma will park this around 100 ma on friday",en,[],"['amzn', 'fb', 'aapl', 'goog', 'nvda', 'abnb', 'dis', 'dkng', 'twtr', 'se', 'pypl', 'sq', 'qqq', 'qqq']",False,1.0,0.0,0.0,"$GOOG","['gameplan', 'week', 'watching', 'reclaim', '$amzn', '3353+,', '$fb', '323+,', '$aapl', '131.5+,', '$goog', '3375+,', '$nvda', '589+,', '$abnb', '178+,', '$dis', '189+,', '$dkng', '62+,', '$twtr', '58,', '$se', '265+', '$pypl', '$sq', '50', 'ma.', 'power', 'hour', 'price', 'action', '$qqq', 'decent!', '$qqq', 'weakness', 'around', '50', 'park', 'around', '100', 'friday']",negative
1407,1441,1.38975e+18,2021-05-05,alphabet - $goog  💰 quote $goog was down ⬇ on tue may 04 closed at 2354.25 usd for a -1.71% loss from previous close 📉 📉 📉  📊 analysis alphabet should be nationalized ☭ ☭ ☭,en,[],"['goog', 'goog']",False,0.0,0.0,0.0,"$GOOG","['alphabet', '$goog', '💰', 'quote', '$goog', '⬇', 'tue', 'may', '04', 'closed', '2354.25', 'usd', '-1.71%', 'loss', 'previous', 'close', '📉', '📉', '📉', '📊', 'analysis', 'alphabet', 'nationalized', '☭', '☭', '☭']",negative
1411,1445,1.38974e+18,2021-05-05,@dmckdani that’s the assumption. $goog seems pretty durable to me.,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['@dmckdani', 'that’s', 'assumption.', '$goog', 'seems', 'pretty', 'durable', 'me.']",uncertainty
1418,1452,1.38972e+18,2021-05-04,if y’all wanna discourage trading just tell people that it’s rigged so stay away from the market $spy $qqq $djx $tsla $amzn $nflx $goog $fb,en,[],"['spy', 'qqq', 'djx', 'tsla', 'amzn', 'nflx', 'goog', 'fb']",False,0.0,0.0,0.0,"$GOOG","['y’all', 'wanna', 'discourage', 'trading', 'tell', 'people', 'it’s', 'rigged', 'stay', 'away', 'market', '$spy', '$qqq', '$djx', '$tsla', '$amzn', '$nflx', '$goog', '$fb']",negative
1432,1466,1.3897e+18,2021-05-04,todays unusual options activity alerts  $googl $blnk - triple digit gainers  $tsla $shop $goog $dash $amzn   get these alerts sent to your phone.   sign up here:  https://t.co/ivzo8qshus  https://t.co/wl4bfi3d9s,en,[],"['googl', 'blnk', 'tsla', 'shop', 'goog', 'dash', 'amzn']",False,2.0,0.0,2.0,"$GOOG","['today', 'unusual', 'option', 'activity', 'alert', '$googl', '$blnk', 'triple', 'digit', 'gainer', '$tsla', '$shop', '$goog', '$dash', '$amzn', 'get', 'alert', 'sent', 'phone.', 'sign', 'here:', 'https://t.co/ivzo8qshus', 'https://t.co/wl4bfi3d9s']",uncertainty
1436,1470,1.38969e+18,2021-05-04,"@grassosteve bad boy, steve ! $goog has to be up to $2600 by now,,,",en,[],['goog'],False,1.0,0.0,0.0,"$GOOG","['@grassosteve', 'bad', 'boy,', 'steve', '$goog', '$2600', 'now,,,']",negative
1437,1471,1.38969e+18,2021-05-04,"@grassosteve after that monumental earnings report, i was shocked when i heard you make the call. could $goog fall even more than 11%? tech in free fall while 10yr yields are frozen in place. how much nastier could this tech sell off get if yields resume their ascent?  https://t.co/zg7ds1nggx",en,[],['goog'],False,12.0,1.0,1.0,"$GOOG","['@grassosteve', 'monumental', 'earnings', 'report,', 'shocked', 'heard', 'make', 'call.', 'could', '$goog', 'fall', 'even', '11%?', 'tech', 'free', 'fall', '10yr', 'yield', 'frozen', 'place.', 'much', 'nastier', 'could', 'tech', 'sell', 'get', 'yield', 'resume', 'ascent?', 'https://t.co/zg7ds1nggx']",negative
1447,1481,1.38964e+18,2021-05-04,"stocks to watch may 4 thru may 7 $t $goog $googl $amzn $aapl $btn $bac $bdx $ba $bke $csgs $kat $c $ko $coke $cag $de $f $xom $fisv $gm $tm $nio $cciv $tsla stock tip $kgkg kona gold beverages, inc.  https://t.co/lu3hycwl8p",en,[],"['t', 'goog', 'googl', 'amzn', 'aapl', 'btn', 'bac', 'bdx', 'ba', 'bke', 'csgs', 'kat', 'c', 'ko', 'coke', 'cag', 'de', 'f', 'xom', 'fisv', 'gm', 'tm', 'nio', 'cciv', 'tsla', 'kgkg']",False,1.0,0.0,0.0,"$GOOG","['stock', 'watch', 'may', '4', 'thru', 'may', '7', '$t', '$goog', '$googl', '$amzn', '$aapl', '$btn', '$bac', '$bdx', '$ba', '$bke', '$csgs', '$kat', '$c', '$ko', '$coke', '$cag', '$de', '$f', '$xom', '$fisv', '$gm', '$tm', '$nio', '$cciv', '$tsla', 'stock', 'tip', '$kgkg', 'kona', 'gold', 'beverages,', 'inc.', 'https://t.co/lu3hycwl8p']",uncertainty
1449,1483,1.38964e+18,2021-05-04,"""but who will buy the dip, everyone is fully invested. look at this chart of margin debt"" cash $goog: $137bn $fb: $63bn $aapl: $125bn $brk: $175bn not to mention the banks. folks, you buy this. you buy the sell offs. those earnings last week just told us whats up. be smart.  https://t.co/4sahyuvar4",en,[],"['goog', 'fb', 'aapl', 'brk']",False,26.0,1.0,3.0,"$GOOG","['""but', 'buy', 'dip,', 'everyone', 'fully', 'invested.', 'look', 'chart', 'margin', 'debt""', 'cash', '$goog:', '$137bn', '$fb:', '$63bn', '$aapl:', '$125bn', '$brk:', '$175bn', 'mention', 'banks.', 'folks,', 'buy', 'this.', 'buy', 'sell', 'offs.', 'earnings', 'last', 'week', 'told', 'u', 'whats', 'up.', 'smart.', 'https://t.co/4sahyuvar4']",positive
1456,1490,1.38964e+18,2021-05-04,"💎  https://t.co/qrwhy8of4u  💎@pacvgroup $pacv 💥  💎""we are very pleased with our march results, which are nearing our highest monthly revenue record of $3.0 million achieved in may 2020.   https://t.co/grqcrleuvs  @jctb1  $twtr $iq $roku $fb $nflx $goog $gild $ath $mark $nak $fb  https://t.co/ewsdeawwio",en,[],"['pacv', 'twtr', 'iq', 'roku', 'fb', 'nflx', 'goog', 'gild', 'ath', 'mark', 'nak', 'fb']",False,0.0,0.0,0.0,"$GOOG","['💎', 'https://t.co/qrwhy8of4u', '💎@pacvgroup', '$pacv', '💥', '💎""we', 'pleased', 'march', 'results,', 'nearing', 'highest', 'monthly', 'revenue', 'record', '$3.0', 'million', 'achieved', 'may', '2020.', 'https://t.co/grqcrleuvs', '@jctb1', '$twtr', '$iq', '$roku', '$fb', '$nflx', '$goog', '$gild', '$ath', '$mark', '$nak', '$fb', 'https://t.co/ewsdeawwio']",positive
1464,1498,1.38963e+18,2021-05-04,do not send #teambullish any money! they are scumbags!!! bad business.  #americanbullish is highway robbery. they took my money and provided no service .  $baba $bidu $tme   $spy $qqq $dis     $amd $aapl    $sq $amzn      $ea $sedg $ma $v $pypl $rcl $goog $nkla $dkng $hd $roku,en,"['teambullish', 'americanbullish']","['baba', 'bidu', 'tme', 'spy', 'qqq', 'dis', 'amd', 'aapl', 'sq', 'amzn', 'ea', 'sedg', 'ma', 'v', 'pypl', 'rcl', 'goog', 'nkla', 'dkng', 'hd', 'roku']",False,0.0,0.0,0.0,"$GOOG","['send', '#teambullish', 'money!', 'scumbags!!!', 'bad', 'business.', '#americanbullish', 'highway', 'robbery.', 'took', 'money', 'provided', 'service', '$baba', '$bidu', '$tme', '$spy', '$qqq', '$dis', '$amd', '$aapl', '$sq', '$amzn', '$ea', '$sedg', '$ma', '$v', '$pypl', '$rcl', '$goog', '$nkla', '$dkng', '$hd', '$roku']",negative
1469,1504,1.38963e+18,2021-05-04,short all the bounces on $ndx &amp; $qqq if you have not capitalized going short on $amzn $goog $nvda $tsla  $qqq long term targets 320/311/305  trade with stops and wait for more short set ups on pivots! and bounces  $spx $iwm,en,[],"['ndx', 'qqq', 'amzn', 'goog', 'nvda', 'tsla', 'qqq', 'spx', 'iwm']",False,1.0,0.0,0.0,"$GOOG","['short', 'bounce', '$ndx', '&amp;', '$qqq', 'capitalized', 'going', 'short', '$amzn', '$goog', '$nvda', '$tsla', '$qqq', 'long', 'term', 'target', '320/311/305', 'trade', 'stop', 'wait', 'short', 'set', 'ups', 'pivots!', 'bounce', '$spx', '$iwm']",positive
